"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"MARUTI","EQ","13-May-2020","       4951.30","       5250.00","       5317.45","       4986.25","       5000.00","       5036.10","       5140.21","    3304851","         16987635340.45","     262911"
"MARUTI","EQ","14-May-2020","       5036.10","       4905.00","       5145.00","       4852.15","       5105.00","       5114.05","       5044.45","    2590715","         13068727254.90","     197759"
"MARUTI","EQ","15-May-2020","       5114.05","       5110.00","       5123.20","       4961.15","       5099.00","       5100.40","       5046.67","    2182575","         11014731950.25","     155847"
"MARUTI","EQ","18-May-2020","       5100.40","       5080.40","       5095.00","       4680.55","       4736.00","       4720.95","       4816.74","    3164147","         15240860423.30","     251987"
"MARUTI","EQ","19-May-2020","       4720.95","       4842.00","       4900.00","       4755.75","       4810.00","       4805.30","       4832.13","    2108189","         10187038993.15","     167596"
"MARUTI","EQ","20-May-2020","       4805.30","       4754.00","       4920.00","       4745.50","       4902.00","       4891.95","       4831.92","    1518297","          7336294666.25","     129952"
"MARUTI","EQ","21-May-2020","       4891.95","       4890.00","       5073.80","       4851.05","       5041.40","       5050.10","       5007.92","    1868172","          9355660060.30","     139637"
"MARUTI","EQ","22-May-2020","       5050.10","       5010.00","       5150.00","       4930.75","       5126.25","       5134.30","       5033.15","    1935877","          9743564241.45","     147394"
"MARUTI","EQ","26-May-2020","       5134.30","       5200.00","       5285.80","       5160.65","       5275.05","       5246.15","       5213.11","    1508804","          7865559880.70","     143430"
"MARUTI","EQ","27-May-2020","       5246.15","       5270.00","       5291.00","       5135.40","       5220.00","       5244.40","       5215.60","    1534657","          8004159975.45","     122984"
"MARUTI","EQ","28-May-2020","       5244.40","       5267.00","       5495.00","       5220.00","       5450.00","       5468.35","       5402.30","    2325387","         12562447019.05","     178909"
"MARUTI","EQ","29-May-2020","       5468.35","       5375.00","       5666.75","       5375.00","       5581.10","       5610.80","       5532.37","    3386741","         18736717522.05","     199610"
"MARUTI","EQ","01-Jun-2020","       5610.80","       5690.00","       5864.65","       5666.90","       5758.00","       5793.60","       5790.13","    2341043","         13554941145.95","     155689"
"MARUTI","EQ","02-Jun-2020","       5793.60","       5797.75","       5849.00","       5625.10","       5685.00","       5690.10","       5721.99","    2110720","         12077523692.45","     158952"
"MARUTI","EQ","03-Jun-2020","       5690.10","       5730.00","       5832.00","       5606.00","       5638.90","       5624.00","       5700.87","    1652859","          9422731962.90","     132971"
"MARUTI","EQ","04-Jun-2020","       5624.00","       5658.00","       5719.95","       5572.00","       5706.55","       5690.20","       5649.52","    1642052","          9276807167.90","     140640"
"MARUTI","EQ","05-Jun-2020","       5690.20","       5728.30","       5785.00","       5671.10","       5757.00","       5746.20","       5741.54","    1236660","          7100338170.65","     113824"
"MARUTI","EQ","08-Jun-2020","       5746.20","       5850.00","       5850.00","       5701.50","       5735.00","       5734.80","       5762.86","    1176769","          6781555122.85","     127415"
"MARUTI","EQ","09-Jun-2020","       5734.80","       5754.00","       5787.00","       5620.00","       5663.45","       5662.30","       5695.32","    1336815","          7613592636.55","     120413"
"MARUTI","EQ","10-Jun-2020","       5662.30","       5655.00","       5740.00","       5615.00","       5685.75","       5675.60","       5685.19","    1432292","          8142851994.25","     148469"
"MARUTI","EQ","11-Jun-2020","       5675.60","       5637.00","       5689.00","       5400.30","       5419.00","       5426.15","       5542.88","    1766482","          9791403129.25","     159656"
"MARUTI","EQ","12-Jun-2020","       5426.15","       5201.00","       5608.30","       5201.00","       5550.00","       5561.75","       5383.34","    2064628","         11114600580.15","     179002"
"MARUTI","EQ","15-Jun-2020","       5561.75","       5520.00","       5585.00","       5391.05","       5486.05","       5475.75","       5485.02","    1530606","          8395405157.90","     109610"
"MARUTI","EQ","16-Jun-2020","       5475.75","       5590.00","       5612.55","       5400.00","       5493.50","       5502.20","       5516.19","    1184933","          6536316484.05","     104585"
"MARUTI","EQ","17-Jun-2020","       5502.20","       5445.00","       5813.45","       5445.00","       5725.00","       5726.20","       5706.13","    3454869","         19713948719.20","     246638"
"MARUTI","EQ","18-Jun-2020","       5726.20","       5695.00","       5758.00","       5641.00","       5724.00","       5714.40","       5704.55","    1580217","          9014423191.75","     108109"
"MARUTI","EQ","19-Jun-2020","       5714.40","       5751.00","       5935.00","       5707.00","       5895.00","       5897.35","       5847.98","    1854591","         10845615849.40","     138228"
"MARUTI","EQ","22-Jun-2020","       5897.35","       5900.00","       5975.00","       5806.35","       5897.00","       5896.00","       5884.18","    1497825","          8813472099.55","     126056"
"MARUTI","EQ","23-Jun-2020","       5896.00","       5900.00","       6007.20","       5862.55","       5890.00","       5886.50","       5924.36","    1398189","          8283378649.65","      98519"
"MARUTI","EQ","24-Jun-2020","       5886.50","       5938.00","       5938.00","       5730.00","       5760.00","       5755.35","       5828.53","    1268492","          7393445097.35","     102407"
"MARUTI","EQ","25-Jun-2020","       5755.35","       5677.00","       5846.80","       5651.00","       5756.00","       5762.30","       5778.04","    1266213","          7316229888.75","     101597"
"MARUTI","EQ","26-Jun-2020","       5762.30","       5800.00","       5810.00","       5695.00","       5745.00","       5754.90","       5736.35","    1063059","          6098075256.70","      98170"
"MARUTI","EQ","29-Jun-2020","       5754.90","       5730.00","       5800.00","       5650.00","       5701.00","       5678.70","       5702.69","    1102655","          6288100845.40","      93831"
"MARUTI","EQ","30-Jun-2020","       5678.70","       5750.00","       5874.50","       5681.45","       5830.00","       5838.30","       5806.09","    2015839","         11704148721.60","     140161"
"MARUTI","EQ","01-Jul-2020","       5838.30","       5838.30","       5885.00","       5775.00","       5795.00","       5803.10","       5815.43","    1284965","          7472620274.00","      91004"
"MARUTI","EQ","02-Jul-2020","       5803.10","       5850.00","       5960.00","       5762.80","       5938.00","       5948.45","       5866.62","    1470951","          8629517143.70","     109150"
"MARUTI","EQ","03-Jul-2020","       5948.45","       5948.45","       5988.60","       5883.05","       5916.00","       5932.10","       5935.57","    1059779","          6290394582.90","      87711"
"MARUTI","EQ","06-Jul-2020","       5932.10","       5963.45","       6147.70","       5925.00","       6135.00","       6123.60","       6045.46","    1385087","          8373486835.40","     105457"
"MARUTI","EQ","07-Jul-2020","       6123.60","       6140.00","       6250.00","       6092.65","       6212.85","       6226.75","       6187.36","    1799721","         11135525711.75","     132528"
"MARUTI","EQ","08-Jul-2020","       6226.75","       6226.75","       6235.00","       6022.60","       6049.80","       6044.40","       6124.25","    1204104","          7374233971.90","     107505"
"MARUTI","EQ","09-Jul-2020","       6044.40","       6080.00","       6096.00","       5931.35","       6020.00","       6002.35","       5994.28","    1043433","          6254630547.85","      90297"
"MARUTI","EQ","10-Jul-2020","       6002.35","       5980.00","       6085.10","       5921.00","       5964.00","       5955.65","       5986.88","    1168905","          6998094624.00","     102190"
"MARUTI","EQ","13-Jul-2020","       5955.65","       6000.00","       6059.25","       5927.80","       6006.20","       5988.85","       5988.05","    1035124","          6198373071.95","      80418"
"MARUTI","EQ","14-Jul-2020","       5988.85","       5951.00","       5958.75","       5750.00","       5778.95","       5771.75","       5817.51","    1602939","          9325107046.10","     135530"
"MARUTI","EQ","15-Jul-2020","       5771.75","       5810.00","       5879.80","       5755.00","       5809.10","       5801.30","       5817.70","    1246712","          7252996208.35","      98323"
"MARUTI","EQ","16-Jul-2020","       5801.30","       5809.00","       5920.00","       5752.00","       5873.80","       5875.35","       5849.80","    1018659","          5958954596.05","      86516"
"MARUTI","EQ","17-Jul-2020","       5875.35","       5898.00","       5956.00","       5851.00","       5931.50","       5919.50","       5909.33","     810164","          4787528745.90","      68796"
"MARUTI","EQ","20-Jul-2020","       5919.50","       5935.00","       5936.00","       5812.00","       5875.00","       5867.50","       5864.05","     912611","          5351596920.50","      85254"
"MARUTI","EQ","21-Jul-2020","       5867.50","       5919.50","       6150.00","       5900.00","       6115.30","       6130.85","       6080.33","    1854694","         11277149637.60","     151091"
"MARUTI","EQ","22-Jul-2020","       6130.85","       6117.00","       6129.00","       5939.70","       6013.00","       6003.40","       6034.25","    1140094","          6879614116.95","     102729"
"MARUTI","EQ","23-Jul-2020","       6003.40","       6013.00","       6090.00","       5967.95","       6047.35","       6065.95","       6047.91","     701702","          4243833460.10","      61215"
"MARUTI","EQ","24-Jul-2020","       6065.95","       6010.00","       6047.35","       5932.10","       5990.50","       6000.70","       5985.18","     793324","          4748187299.55","      78265"
"MARUTI","EQ","27-Jul-2020","       6000.70","       6008.00","       6062.85","       5928.05","       6056.00","       6043.30","       6001.19","     902597","          5416657162.10","      79430"
"MARUTI","EQ","28-Jul-2020","       6043.30","       6050.00","       6320.35","       6031.15","       6265.00","       6282.80","       6206.76","    1774866","         11016175527.00","     139344"
"MARUTI","EQ","29-Jul-2020","       6282.80","       6269.95","       6295.00","       6118.95","       6192.00","       6185.15","       6196.86","    2057207","         12748214359.50","     154097"
"MARUTI","EQ","30-Jul-2020","       6185.15","       6184.05","       6393.65","       6170.05","       6260.00","       6265.40","       6318.70","    2217867","         14014045828.35","     156205"
"MARUTI","EQ","31-Jul-2020","       6265.40","       6265.00","       6379.85","       6209.00","       6260.00","       6262.75","       6287.71","    1613555","         10145560781.10","     118083"
"MARUTI","EQ","03-Aug-2020","       6262.75","       6380.00","       6437.45","       6125.05","       6172.00","       6165.20","       6247.42","    1836582","         11473891228.30","     142978"
"MARUTI","EQ","04-Aug-2020","       6165.20","       6199.00","       6376.85","       6185.00","       6360.55","       6358.95","       6301.15","    1223516","          7709552984.55","     102411"
"MARUTI","EQ","05-Aug-2020","       6358.95","       6388.90","       6597.70","       6380.00","       6517.00","       6526.25","       6523.90","    2278683","         14865889021.95","     168264"
"MARUTI","EQ","06-Aug-2020","       6526.25","       6534.95","       6585.85","       6434.40","       6551.25","       6555.75","       6498.88","    1233253","          8014764094.60","     103982"
"MARUTI","EQ","07-Aug-2020","       6555.75","       6498.00","       6749.50","       6481.85","       6665.00","       6679.00","       6645.66","    1568000","         10420400274.55","     122724"
"MARUTI","EQ","10-Aug-2020","       6679.00","       6690.00","       6728.70","       6576.00","       6599.00","       6608.90","       6645.25","    1601753","         10644045510.15","     103576"
"MARUTI","EQ","11-Aug-2020","       6608.90","       6665.00","       6713.50","       6611.00","       6648.70","       6649.20","       6656.90","     880811","          5863468565.65","      75125"
"MARUTI","EQ","12-Aug-2020","       6649.20","       6609.95","       6778.05","       6592.10","       6730.05","       6730.30","       6708.04","    1114994","          7479427644.70","      76689"
"MARUTI","EQ","13-Aug-2020","       6730.30","       6729.95","       6772.00","       6655.00","       6732.00","       6731.65","       6720.91","    1087096","          7306279354.80","      82991"
"MARUTI","EQ","14-Aug-2020","       6731.65","       6740.00","       6745.15","       6552.05","       6598.95","       6588.20","       6637.52","     905798","          6012249380.45","      76687"
"MARUTI","EQ","17-Aug-2020","       6588.20","       6660.00","       6789.95","       6588.20","       6760.10","       6768.40","       6703.34","    1028545","          6894690547.40","      80388"
"MARUTI","EQ","18-Aug-2020","       6768.40","       6768.40","       6924.90","       6760.90","       6891.00","       6893.10","       6866.97","    1322542","          9081851848.60","      94241"
"MARUTI","EQ","19-Aug-2020","       6893.10","       6924.00","       7014.70","       6885.05","       6999.45","       6990.30","       6967.39","    1326450","          9241898711.45","      86982"
"MARUTI","EQ","20-Aug-2020","       6990.30","       6891.10","       6999.00","       6880.05","       6964.00","       6974.70","       6961.60","     958233","          6670835970.25","      64977"
"MARUTI","EQ","21-Aug-2020","       6974.70","       7048.00","       7065.00","       6951.00","       6980.00","       6973.00","       6997.52","     971836","          6800445838.30","      76543"
"MARUTI","EQ","24-Aug-2020","       6973.00","       6985.00","       7100.00","       6955.00","       7091.45","       7082.50","       7038.05","     961178","          6764815408.55","      78921"
